customer_id,total_purchases,total_browses,total_spent,avg_order_value,total_page_views,avg_page_views,first_activity,last_activity,days_since_first,days_since_last,customer_lifetime_days,avg_daily_activity,purchase_conversion_rate,age,gender,location,income,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,days_since_last_purchase,churned
822,4,145,1067.3,7.163087248322148,181,1.2147651006711409,2024-02-16,2025-02-12,683,321,362,0.4116022099447514,0.026845637583892617,26,Male,NJ,68334,473.0,4.0,1067.3,1,2,2,122,At Risk,321,1
823,2,196,171.34,0.8653535353535353,271,1.3686868686868687,2024-03-15,2025-03-09,655,296,359,0.5515320334261838,0.010101010101010102,53,Female,KY,85777,404.0,2.0,171.34,1,1,1,111,Others,296,1
824,7,259,3110.35,11.693045112781954,486,1.8270676691729324,2024-09-12,2025-09-08,474,113,361,0.7368421052631579,0.02631578947368421,60,Male,VA,76887,119.0,7.0,3110.35,2,3,4,234,At Risk,113,1
825,0,1,0.0,0.0,1,1.0,2025-12-29,2025-12-29,1,1,0,1.0,0.0,59,Non-Binary,OR,92734,,,,,,,,,1,1
826,7,97,2615.19,25.146057692307693,230,2.2115384615384617,2025-09-05,2025-12-30,116,0,116,0.896551724137931,0.0673076923076923,44,Male,WV,65218,26.0,7.0,2615.19,3,3,4,334,Champions,0,0
827,13,271,2576.17,9.071021126760563,563,1.982394366197183,2024-12-15,2025-12-11,380,19,361,0.7867036011080333,0.045774647887323945,20,Non-Binary,NC,112438,87.0,13.0,2576.17,3,4,4,344,Champions,19,0
828,11,198,2793.77,13.36732057416268,301,1.4401913875598087,2025-02-08,2025-12-30,325,0,325,0.6430769230769231,0.05263157894736842,47,Non-Binary,PA,51548,14.0,11.0,2793.77,4,3,4,434,Champions,0,0
829,6,71,1239.81,16.10142857142857,114,1.4805194805194806,2025-09-05,2025-12-30,116,0,116,0.6637931034482759,0.07792207792207792,66,Male,LA,57429,9.0,6.0,1239.81,4,2,3,423,Loyal Customers,0,0
830,7,133,1903.88,13.599142857142859,179,1.2785714285714285,2024-10-02,2025-09-23,454,98,356,0.39325842696629215,0.05,62,Male,CT,74661,112.0,7.0,1903.88,2,3,3,233,At Risk,98,1
831,0,22,0.0,0.0,33,1.5,2025-11-26,2025-12-29,34,1,33,0.6666666666666666,0.0,44,Male,MP,88893,,,,,,,,,1,1
832,12,200,1517.8300000000002,7.159575471698114,308,1.4528301886792452,2024-03-01,2025-02-26,669,307,362,0.585635359116022,0.05660377358490566,43,Male,ID,67394,343.0,12.0,1517.8300000000002,1,4,3,143,At Risk,307,1
833,9,215,1988.58,8.877589285714285,365,1.6294642857142858,2025-02-10,2025-12-30,323,0,323,0.6934984520123839,0.04017857142857143,69,Male,LA,72440,34.0,9.0,1988.58,3,3,3,333,Champions,0,0
834,10,242,783.41,3.108769841269841,461,1.8293650793650793,2025-02-05,2025-12-28,328,2,326,0.7730061349693251,0.03968253968253968,39,Female,IN,80691,6.0,10.0,783.41,4,3,2,432,Loyal Customers,2,0
835,3,114,419.75,3.5876068376068377,242,2.0683760683760686,2025-08-05,2025-12-28,147,2,145,0.8068965517241379,0.02564102564102564,22,Male,MN,68376,91.0,3.0,419.75,3,1,1,311,Need Attention,2,0
836,13,269,2154.52,7.640141843971631,540,1.9148936170212767,2024-04-09,2025-04-08,630,266,364,0.7747252747252747,0.04609929078014184,29,Female,HI,90030,327.0,13.0,2154.52,1,4,4,144,At Risk,266,1
837,11,239,1553.84,6.2153599999999996,483,1.932,2025-02-07,2025-12-30,326,0,326,0.7668711656441718,0.044,62,Non-Binary,ME,92689,4.0,11.0,1553.84,4,3,3,433,Champions,0,0
838,7,251,647.12,2.508217054263566,454,1.7596899224806202,2024-06-03,2025-06-02,575,211,364,0.7087912087912088,0.027131782945736434,57,Male,AL,74141,223.0,7.0,647.12,2,3,2,232,At Risk,211,1
839,7,172,1041.1,5.816201117318435,237,1.324022346368715,2025-02-10,2025-12-30,323,0,323,0.5541795665634675,0.03910614525139665,31,Non-Binary,VT,63586,32.0,7.0,1041.1,3,3,2,332,Loyal Customers,0,0
840,0,16,0.0,0.0,18,1.125,2025-10-03,2025-12-27,88,3,85,0.18823529411764706,0.0,62,Male,ND,103667,,,,,,,,,3,1
841,3,77,140.25,1.753125,100,1.25,2025-07-07,2025-12-30,176,0,176,0.45454545454545453,0.0375,65,Female,DC,95803,22.0,3.0,140.25,4,1,1,411,New Customers,0,0
842,14,166,2194.36,12.190888888888889,374,2.077777777777778,2025-05-20,2025-12-30,224,0,224,0.8035714285714286,0.07777777777777778,44,Female,KY,65688,4.0,14.0,2194.36,4,4,4,444,Champions,0,0
843,3,113,311.15999999999997,2.682413793103448,135,1.1637931034482758,2024-09-28,2025-09-25,458,96,362,0.32044198895027626,0.02586206896551724,52,Non-Binary,AZ,36936,100.0,3.0,311.15999999999997,2,1,1,211,Need Attention,96,1
844,6,176,2441.5099999999998,13.41489010989011,227,1.2472527472527473,2024-02-11,2025-02-08,688,325,363,0.5013774104683195,0.03296703296703297,53,Female,AR,79484,325.0,6.0,2441.5099999999998,1,2,4,124,At Risk,325,1
845,5,153,2324.08,14.709367088607594,289,1.8291139240506329,2025-06-20,2025-12-30,193,0,193,0.8186528497409327,0.03164556962025317,41,Male,OH,56217,3.0,5.0,2324.08,4,2,4,424,Loyal Customers,0,0
846,2,135,537.24,3.9214598540145986,194,1.416058394160584,2025-03-10,2025-12-30,295,0,295,0.46440677966101696,0.014598540145985401,40,Male,LA,76339,6.0,2.0,537.24,4,1,2,412,New Customers,0,0
847,15,282,4557.84,15.346262626262627,595,2.0033670033670035,2024-09-05,2025-09-01,481,120,361,0.8227146814404432,0.050505050505050504,69,Female,UT,76937,122.0,15.0,4557.84,2,4,4,244,At Risk,120,1
848,30,278,6071.34,19.712142857142858,648,2.103896103896104,2024-06-30,2025-06-29,548,184,364,0.8461538461538461,0.09740259740259741,58,Male,DC,77777,201.0,30.0,6071.34,2,4,4,244,At Risk,184,1
849,8,162,823.88,4.8463529411764705,352,2.070588235294118,2025-05-24,2025-12-29,220,1,219,0.776255707762557,0.047058823529411764,23,Male,SC,50527,18.0,8.0,823.88,4,3,2,432,Loyal Customers,1,0
850,10,203,1985.5900000000001,9.322018779342724,287,1.3474178403755868,2024-08-01,2025-07-30,516,153,363,0.5867768595041323,0.046948356807511735,20,Non-Binary,VI,44652,192.0,10.0,1985.5900000000001,2,3,3,233,At Risk,153,1
851,11,218,3203.2099999999996,13.98781659388646,340,1.48471615720524,2024-12-10,2025-12-07,385,23,362,0.6325966850828729,0.048034934497816595,64,Non-Binary,WV,73093,36.0,11.0,3203.2099999999996,3,3,4,334,Champions,23,0
852,7,159,2504.29,15.086084337349398,294,1.7710843373493976,2025-05-26,2025-12-30,218,0,218,0.7614678899082569,0.04216867469879518,53,Non-Binary,NM,62013,20.0,7.0,2504.29,4,3,4,434,Champions,0,0
853,12,244,2302.06,8.992421875,494,1.9296875,2024-06-18,2025-06-17,560,196,364,0.7032967032967034,0.046875,22,Female,CT,69866,237.0,12.0,2302.06,2,4,4,244,At Risk,196,1
854,2,19,506.61,24.124285714285715,35,1.6666666666666667,2025-12-03,2025-12-30,27,0,27,0.7777777777777778,0.09523809523809523,54,Male,VI,97952,20.0,2.0,506.61,4,1,2,412,New Customers,0,0
855,8,265,792.31,2.9022344322344322,497,1.8205128205128205,2024-04-22,2025-04-21,617,253,364,0.75,0.029304029304029304,44,Non-Binary,AL,62750,268.0,8.0,792.31,1,3,2,132,At Risk,253,1
856,9,232,2278.62,9.454854771784232,364,1.5103734439834025,2024-02-17,2025-02-14,682,319,363,0.6639118457300276,0.03734439834024896,53,Non-Binary,OK,70857,336.0,9.0,2278.62,1,3,4,134,At Risk,319,1
857,10,138,1221.88,8.255945945945946,240,1.6216216216216217,2025-06-12,2025-12-30,201,0,201,0.736318407960199,0.06756756756756757,39,Male,LA,91395,0.0,10.0,1221.88,4,3,3,433,Champions,0,0
858,6,166,871.0999999999999,5.064534883720929,219,1.2732558139534884,2024-09-29,2025-09-27,457,94,363,0.4738292011019284,0.03488372093023256,48,Female,NJ,48198,130.0,6.0,871.0999999999999,2,2,2,222,At Risk,94,1
859,8,265,2490.34,9.122124542124542,464,1.6996336996336996,2024-07-21,2025-07-20,527,163,364,0.75,0.029304029304029304,49,Male,NJ,81704,244.0,8.0,2490.34,1,3,4,134,At Risk,163,1
860,5,47,385.73,7.417884615384616,83,1.5961538461538463,2025-10-13,2025-12-30,78,0,78,0.6666666666666666,0.09615384615384616,49,Female,NV,65959,25.0,5.0,385.73,3,2,1,321,Need Attention,0,0
861,0,1,0.0,0.0,1,1.0,2025-12-27,2025-12-27,3,3,0,1.0,0.0,34,Male,MA,43173,,,,,,,,,3,1
862,2,39,1300.3700000000001,31.716341463414636,49,1.1951219512195121,2025-09-29,2025-12-30,92,0,92,0.44565217391304346,0.04878048780487805,38,Male,HI,80894,58.0,2.0,1300.3700000000001,3,1,3,313,Others,0,0
863,2,69,142.42000000000002,2.0059154929577465,80,1.1267605633802817,2024-04-12,2025-04-08,627,266,361,0.19667590027700832,0.028169014084507043,66,Male,AR,112935,282.0,2.0,142.42000000000002,1,1,1,111,Others,266,1
864,11,177,2738.7,14.567553191489361,344,1.8297872340425532,2025-05-04,2025-12-27,240,3,237,0.7932489451476793,0.05851063829787234,41,Female,KS,117148,55.0,11.0,2738.7,3,3,4,334,Champions,3,0
865,9,229,1868.65,7.851470588235294,384,1.6134453781512605,2024-04-16,2025-04-13,623,261,362,0.6574585635359116,0.037815126050420166,32,Male,VI,61189,296.0,9.0,1868.65,1,3,3,133,At Risk,261,1
866,2,74,358.54,4.717631578947369,85,1.118421052631579,2025-02-15,2025-12-23,318,7,311,0.24437299035369775,0.02631578947368421,56,Male,NJ,104928,144.0,2.0,358.54,2,1,1,211,Need Attention,7,0
867,4,65,1135.08,16.450434782608696,138,2.0,2025-09-30,2025-12-30,91,0,91,0.7582417582417582,0.057971014492753624,34,Male,DE,61476,34.0,4.0,1135.08,3,2,2,322,Loyal Customers,0,0
868,5,125,1554.98,11.961384615384615,209,1.6076923076923078,2025-05-30,2025-12-30,214,0,214,0.6074766355140186,0.038461538461538464,34,Non-Binary,GU,60104,13.0,5.0,1554.98,4,2,3,423,Loyal Customers,0,0
869,0,30,0.0,0.0,34,1.1333333333333333,2025-07-21,2025-12-26,162,4,158,0.189873417721519,0.0,29,Male,CA,53859,,,,,,,,,4,1
870,2,152,350.93,2.278766233766234,217,1.4090909090909092,2025-04-20,2025-12-29,254,1,253,0.6086956521739131,0.012987012987012988,32,Female,MO,94142,10.0,2.0,350.93,4,1,1,411,New Customers,1,0
871,5,178,1467.73,8.020382513661202,230,1.2568306010928962,2025-01-04,2025-12-29,360,1,359,0.5097493036211699,0.0273224043715847,36,Female,NM,62012,89.0,5.0,1467.73,3,2,3,323,Loyal Customers,1,0
872,4,228,741.76,3.197241379310345,366,1.5775862068965518,2024-09-27,2025-09-26,459,95,364,0.6373626373626373,0.017241379310344827,51,Male,CA,79997,119.0,4.0,741.76,2,2,2,222,At Risk,95,1
873,0,1,0.0,0.0,1,1.0,2025-12-29,2025-12-29,1,1,0,1.0,0.0,46,Male,OK,75898,,,,,,,,,1,1
874,6,183,1069.92,5.660952380952382,253,1.3386243386243386,2024-06-19,2025-06-15,559,198,361,0.5235457063711911,0.031746031746031744,36,Male,SC,87794,332.0,6.0,1069.92,1,2,2,122,At Risk,198,1
875,2,121,112.41000000000001,0.9139024390243903,144,1.170731707317073,2024-07-12,2025-07-10,536,173,363,0.33884297520661155,0.016260162601626018,22,Male,TX,71482,383.0,2.0,112.41,1,1,1,111,Others,173,1
876,9,188,1368.76,6.948020304568528,288,1.4619289340101522,2024-08-28,2025-08-26,489,126,363,0.5426997245179064,0.04568527918781726,52,Non-Binary,AR,82314,210.0,9.0,1368.76,2,3,3,233,At Risk,126,1
877,0,6,0.0,0.0,10,1.6666666666666667,2025-12-17,2025-12-28,13,2,11,0.5454545454545454,0.0,33,Non-Binary,FL,59317,,,,,,,,,2,1
878,9,177,868.96,4.671827956989247,412,2.21505376344086,2025-05-29,2025-12-30,215,0,215,0.8651162790697674,0.04838709677419355,39,Non-Binary,FL,56558,17.0,9.0,868.96,4,3,2,432,Loyal Customers,0,0
879,12,287,2753.4,9.208695652173914,555,1.8561872909698998,2024-11-09,2025-11-08,416,52,364,0.8214285714285714,0.04013377926421405,54,Non-Binary,AS,73922,52.0,12.0,2753.4,3,4,4,344,Champions,52,0
880,11,179,1715.38,9.028315789473686,327,1.7210526315789474,2025-03-29,2025-12-30,276,0,276,0.6884057971014492,0.05789473684210526,67,Non-Binary,OK,76443,22.0,11.0,1715.38,4,3,3,433,Champions,0,0
881,3,67,183.88,2.626857142857143,93,1.3285714285714285,2025-08-18,2025-12-29,134,1,133,0.5263157894736842,0.04285714285714286,68,Female,ME,85046,4.0,3.0,183.88,4,1,1,411,New Customers,1,0
882,4,39,1585.13,36.86348837209302,44,1.0232558139534884,2025-07-19,2025-12-30,164,0,164,0.2621951219512195,0.09302325581395349,28,Male,CO,54403,30.0,4.0,1585.13,3,2,3,323,Loyal Customers,0,0
883,14,253,2610.14,9.775805243445692,462,1.7303370786516854,2024-10-10,2025-10-08,446,83,363,0.7355371900826446,0.052434456928838954,29,Male,IA,41664,89.0,14.0,2610.14,3,4,4,344,Champions,83,0
884,11,143,2824.3,18.339610389610392,198,1.2857142857142858,2024-03-13,2025-03-09,657,296,361,0.4265927977839335,0.07142857142857142,50,Female,DE,91690,313.0,11.0,2824.3,1,3,4,134,At Risk,296,1
885,3,138,444.44,3.1520567375886523,173,1.2269503546099292,2024-02-25,2025-02-13,674,320,354,0.3983050847457627,0.02127659574468085,65,Non-Binary,OH,101063,432.0,3.0,444.44,1,1,1,111,Others,320,1
886,11,178,3235.9900000000002,17.121640211640212,297,1.5714285714285714,2025-03-29,2025-12-30,276,0,276,0.6847826086956522,0.0582010582010582,47,Non-Binary,WV,56086,41.0,11.0,3235.9900000000002,3,3,4,334,Champions,0,0
887,0,31,0.0,0.0,41,1.3225806451612903,2025-11-12,2025-12-27,48,3,45,0.6888888888888889,0.0,21,Non-Binary,MT,52115,,,,,,,,,3,1
888,12,241,1943.13,7.680355731225297,478,1.8893280632411067,2025-02-08,2025-12-30,325,0,325,0.7784615384615384,0.04743083003952569,46,Male,PA,78100,69.0,12.0,1943.13,3,4,3,343,Champions,0,0
889,0,30,0.0,0.0,31,1.0333333333333334,2024-12-12,2025-11-25,383,35,348,0.08620689655172414,0.0,27,Female,PA,69573,,,,,,,,,35,1
890,2,76,305.31,3.914230769230769,105,1.3461538461538463,2025-06-07,2025-12-29,206,1,205,0.3804878048780488,0.02564102564102564,22,Female,WY,60364,124.0,2.0,305.31,2,1,1,211,Need Attention,1,0
891,0,27,0.0,0.0,38,1.4074074074074074,2025-11-17,2025-12-30,43,0,43,0.627906976744186,0.0,22,Male,RI,66116,,,,,,,,,0,1
892,1,36,73.17,1.9775675675675677,67,1.8108108108108107,2025-11-20,2025-12-30,40,0,40,0.925,0.02702702702702703,29,Non-Binary,IN,45187,12.0,1.0,73.17,4,1,1,411,New Customers,0,0
893,14,243,5776.67,22.477315175097278,464,1.8054474708171206,2025-01-22,2025-12-28,342,2,340,0.7558823529411764,0.054474708171206226,27,Female,WI,89084,12.0,14.0,5776.67,4,4,4,444,Champions,2,0
894,0,57,0.0,0.0,78,1.368421052631579,2025-09-28,2025-12-30,93,0,93,0.6129032258064516,0.0,41,Female,NC,72288,,,,,,,,,0,1
895,3,186,192.2,1.0169312169312168,258,1.3650793650793651,2024-06-15,2025-06-14,563,199,364,0.5192307692307693,0.015873015873015872,39,Non-Binary,MS,73785,388.0,3.0,192.2,1,1,1,111,Others,199,1
896,3,48,391.62,7.678823529411765,80,1.5686274509803921,2025-10-31,2025-12-30,60,0,60,0.85,0.058823529411764705,64,Female,NV,65999,16.0,3.0,391.62,4,1,1,411,New Customers,0,0
897,10,271,1660.5500000000002,5.909430604982207,514,1.8291814946619218,2024-01-21,2025-01-19,709,345,364,0.771978021978022,0.03558718861209965,44,Non-Binary,PW,98485,345.0,10.0,1660.5500000000002,1,3,3,133,At Risk,345,1
898,0,26,0.0,0.0,28,1.0769230769230769,2025-08-24,2025-12-30,128,0,128,0.203125,0.0,52,Non-Binary,NV,66581,,,,,,,,,0,1
899,5,180,891.39,4.818324324324324,261,1.4108108108108108,2025-02-18,2025-12-30,315,0,315,0.5873015873015873,0.02702702702702703,51,Non-Binary,ME,61926,11.0,5.0,891.39,4,2,2,422,Loyal Customers,0,0
900,6,210,2230.77,10.327638888888888,294,1.3611111111111112,2024-03-14,2025-03-12,656,293,363,0.5950413223140496,0.027777777777777776,50,Female,VI,96825,326.0,6.0,2230.77,1,2,4,124,At Risk,293,1
901,0,61,0.0,0.0,65,1.0655737704918034,2025-03-20,2025-12-22,285,8,277,0.22021660649819494,0.0,53,Non-Binary,OR,108829,,,,,,,,,8,1
902,2,52,111.53999999999999,2.0655555555555556,119,2.2037037037037037,2025-10-24,2025-12-30,67,0,67,0.8059701492537313,0.037037037037037035,68,Male,NE,69336,37.0,2.0,111.53999999999999,3,1,1,311,Need Attention,0,0
903,16,278,2895.58,9.84891156462585,570,1.9387755102040816,2024-09-05,2025-09-04,481,117,364,0.8076923076923077,0.05442176870748299,39,Male,ME,47832,138.0,16.0,2895.58,2,4,4,244,At Risk,117,1
904,4,122,386.5,3.0674603174603177,147,1.1666666666666667,2024-10-14,2025-10-05,442,86,356,0.3539325842696629,0.031746031746031744,18,Male,OK,80455,344.0,4.0,386.5,1,2,1,121,Others,86,0
905,14,295,1519.37,4.917055016181229,628,2.0323624595469254,2024-10-28,2025-10-27,428,64,364,0.8489010989010989,0.045307443365695796,21,Non-Binary,RI,61543,81.0,14.0,1519.37,3,4,3,343,Champions,64,0
906,1,21,36.63,1.665,24,1.0909090909090908,2025-10-12,2025-12-19,79,11,68,0.3235294117647059,0.045454545454545456,53,Male,AR,87338,50.0,1.0,36.63,3,1,1,311,Need Attention,11,0
907,14,302,3581.35,11.333386075949367,669,2.117088607594937,2024-08-25,2025-08-23,492,129,363,0.8705234159779615,0.04430379746835443,63,Female,RI,89969,163.0,14.0,3581.35,2,4,4,244,At Risk,129,1
908,1,62,39.11,0.6207936507936508,129,2.0476190476190474,2025-10-19,2025-12-30,72,0,72,0.875,0.015873015873015872,27,Female,WA,48205,7.0,1.0,39.11,4,1,1,411,New Customers,0,0
909,8,132,2067.24,14.765999999999998,170,1.2142857142857142,2024-02-24,2025-02-13,675,320,355,0.39436619718309857,0.05714285714285714,67,Non-Binary,CT,86879,390.0,8.0,2067.24,1,3,3,133,At Risk,320,1
910,2,171,413.64000000000004,2.3909826589595378,253,1.4624277456647399,2025-02-14,2025-12-30,319,0,319,0.542319749216301,0.011560693641618497,45,Non-Binary,WV,66957,71.0,2.0,413.64000000000004,3,1,1,311,Need Attention,0,0
911,7,184,670.03,3.508010471204188,269,1.4083769633507854,2024-09-28,2025-09-26,458,95,363,0.5261707988980716,0.03664921465968586,21,Female,IL,85661,305.0,7.0,670.03,1,3,2,132,At Risk,95,1
912,12,272,1389.55,4.892781690140845,502,1.767605633802817,2024-09-05,2025-09-04,481,117,364,0.7802197802197802,0.04225352112676056,45,Male,SC,65113,125.0,12.0,1389.55,2,4,3,243,At Risk,117,1
913,2,42,154.88,3.52,44,1.0,2024-03-08,2025-02-04,662,329,333,0.13213213213213212,0.045454545454545456,58,Non-Binary,IL,91112,362.0,2.0,154.88,1,1,1,111,Others,329,1
914,7,193,1811.09,9.05545,264,1.32,2025-01-07,2025-12-25,357,5,352,0.5681818181818182,0.035,40,Non-Binary,KS,55401,17.0,7.0,1811.09,4,3,3,433,Champions,5,0
915,5,124,597.65,4.632945736434109,184,1.426356589147287,2025-04-26,2025-12-30,248,0,248,0.5201612903225806,0.03875968992248062,69,Female,TN,74020,4.0,5.0,597.65,4,2,2,422,Loyal Customers,0,0
916,8,214,1576.42,7.100990990990991,326,1.4684684684684686,2024-10-23,2025-10-19,433,72,361,0.6149584487534626,0.036036036036036036,28,Male,CO,50942,112.0,8.0,1576.42,2,3,3,233,At Risk,72,0
917,21,286,4755.99,15.491824104234526,662,2.1563517915309447,2024-11-11,2025-11-08,414,52,362,0.8480662983425414,0.06840390879478828,50,Non-Binary,GA,66299,54.0,21.0,4755.99,3,4,4,344,Champions,52,0
918,6,62,749.29,11.018970588235293,153,2.25,2025-10-12,2025-12-29,79,1,78,0.8717948717948718,0.08823529411764706,35,Female,IA,71091,21.0,6.0,749.29,4,2,2,422,Loyal Customers,1,0
919,0,46,0.0,0.0,67,1.4565217391304348,2025-10-03,2025-12-30,88,0,88,0.5227272727272727,0.0,36,Female,HI,40587,,,,,,,,,0,1
920,9,282,2003.29,6.884158075601374,587,2.0171821305841924,2025-01-22,2025-12-30,342,0,342,0.8508771929824561,0.030927835051546393,27,Female,OH,62677,15.0,9.0,2003.29,4,3,3,433,Champions,0,0
921,4,98,1604.0900000000001,15.72637254901961,173,1.696078431372549,2025-08-29,2025-12-30,123,0,123,0.8292682926829268,0.0392156862745098,63,Male,CA,96163,17.0,4.0,1604.0900000000001,4,2,3,423,Loyal Customers,0,0
922,14,251,1626.36,6.137207547169811,440,1.6603773584905661,2024-03-14,2025-03-13,656,292,364,0.728021978021978,0.052830188679245285,23,Non-Binary,GA,50207,302.0,14.0,1626.36,1,4,3,143,At Risk,292,1
923,8,189,815.88,4.141522842639594,286,1.4517766497461928,2024-10-23,2025-10-21,433,70,363,0.5426997245179064,0.04060913705583756,66,Female,AL,76694,70.0,8.0,815.88,3,3,2,332,Loyal Customers,70,0
924,4,123,513.33,4.041968503937008,153,1.204724409448819,2024-12-31,2025-12-28,364,2,362,0.35082872928176795,0.031496062992125984,55,Female,MT,97939,29.0,4.0,513.33,3,2,2,322,Loyal Customers,2,0
925,2,32,161.15,4.739705882352942,51,1.5,2025-11-11,2025-12-30,49,0,49,0.6938775510204082,0.058823529411764705,53,Non-Binary,NV,59195,39.0,2.0,161.15,3,1,1,311,Need Attention,0,0
926,8,202,1933.2800000000002,9.206095238095239,307,1.4619047619047618,2024-04-02,2025-04-01,637,273,364,0.5769230769230769,0.0380952380952381,35,Female,UT,69204,284.0,8.0,1933.2800000000002,1,3,3,133,At Risk,273,1
927,0,70,0.0,0.0,77,1.1,2024-03-08,2025-03-03,662,302,360,0.19444444444444445,0.0,39,Male,PA,76483,,,,,,,,,302,1
928,17,289,2685.92,8.777516339869281,672,2.196078431372549,2024-08-03,2025-08-01,514,151,363,0.8429752066115702,0.05555555555555555,24,Male,NJ,82143,165.0,17.0,2685.92,2,4,4,244,At Risk,151,1
929,9,157,2353.55,14.178012048192771,227,1.3674698795180722,2024-03-29,2025-03-26,641,279,362,0.4585635359116022,0.05421686746987952,21,Non-Binary,LA,50285,286.0,9.0,2353.55,1,3,4,134,At Risk,279,1
930,15,272,3891.25,13.55836236933798,632,2.202090592334495,2024-05-01,2025-04-30,608,244,364,0.7884615384615384,0.05226480836236934,18,Female,AZ,45473,247.0,15.0,3891.25,1,4,4,144,At Risk,244,1
931,13,281,1152.16,3.9189115646258506,516,1.7551020408163265,2024-02-08,2025-02-06,691,327,364,0.8076923076923077,0.04421768707482993,38,Non-Binary,IN,77140,341.0,13.0,1152.16,1,4,2,142,At Risk,327,1
932,1,45,78.55,1.7076086956521739,61,1.326086956521739,2025-09-19,2025-12-29,102,1,101,0.45544554455445546,0.021739130434782608,64,Non-Binary,LA,66417,23.0,1.0,78.55,4,1,1,411,New Customers,1,0
933,11,224,2831.87,12.050510638297872,368,1.5659574468085107,2024-03-11,2025-03-09,659,296,363,0.6473829201101928,0.04680851063829787,18,Female,VT,42722,309.0,11.0,2831.87,1,3,4,134,At Risk,296,1
934,1,131,43.16,0.32696969696969697,204,1.5454545454545454,2025-06-19,2025-12-30,194,0,194,0.6804123711340206,0.007575757575757576,42,Male,LA,58618,117.0,1.0,43.16,2,1,1,211,Need Attention,0,0
935,6,159,909.67,5.513151515151515,210,1.2727272727272727,2024-03-02,2025-03-01,668,304,364,0.4532967032967033,0.03636363636363636,69,Female,UT,86160,323.0,6.0,909.67,1,2,2,122,At Risk,304,1
936,2,115,155.39,1.328119658119658,183,1.564102564102564,2025-06-28,2025-12-30,185,0,185,0.6324324324324324,0.017094017094017096,49,Male,VI,76385,80.0,2.0,155.39,3,1,1,311,Need Attention,0,0
937,2,63,331.81,5.1047692307692305,82,1.2615384615384615,2025-07-04,2025-12-29,179,1,178,0.3651685393258427,0.03076923076923077,63,Non-Binary,NH,82788,8.0,2.0,331.81,4,1,1,411,New Customers,1,0
938,13,277,3287.59,11.33651724137931,556,1.9172413793103449,2024-04-09,2025-04-06,630,268,362,0.8011049723756906,0.04482758620689655,66,Male,CA,49710,304.0,13.0,3287.59,1,4,4,144,At Risk,268,1
939,4,205,1176.98,5.631483253588517,298,1.4258373205741626,2024-05-17,2025-05-16,592,228,364,0.5741758241758241,0.019138755980861243,23,Female,TX,64128,338.0,4.0,1176.98,1,2,2,122,At Risk,228,1
940,6,173,982.23,5.48731843575419,258,1.441340782122905,2025-03-01,2025-12-30,304,0,304,0.5888157894736842,0.0335195530726257,22,Female,IN,105778,9.0,6.0,982.23,4,2,2,422,Loyal Customers,0,0
941,1,105,126.41,1.1925471698113208,121,1.1415094339622642,2024-03-31,2025-03-27,639,278,361,0.29362880886426596,0.009433962264150943,34,Female,KS,59352,415.0,1.0,126.41,1,1,1,111,Others,278,1
942,0,2,0.0,0.0,3,1.5,2025-12-27,2025-12-28,3,2,1,2.0,0.0,26,Male,WY,31888,,,,,,,,,2,1
943,12,261,2295.42,8.408131868131868,507,1.8571428571428572,2024-08-27,2025-08-26,490,126,364,0.75,0.04395604395604396,54,Non-Binary,WY,100921,131.0,12.0,2295.42,2,4,4,244,At Risk,126,1
944,2,69,149.02,2.09887323943662,103,1.4507042253521127,2025-09-16,2025-12-27,105,3,102,0.696078431372549,0.028169014084507043,40,Male,SC,60417,30.0,2.0,149.02,3,1,1,311,Need Attention,3,0
945,3,67,314.21999999999997,4.488857142857142,85,1.2142857142857142,2025-02-07,2025-12-30,326,0,326,0.2147239263803681,0.04285714285714286,57,Female,OR,79976,87.0,3.0,314.21999999999997,3,1,1,311,Need Attention,0,0
946,1,59,116.38,1.9396666666666667,87,1.45,2025-08-31,2025-12-30,121,0,121,0.49586776859504134,0.016666666666666666,39,Female,TN,86311,19.0,1.0,116.38,4,1,1,411,New Customers,0,0
947,7,244,2310.87,9.206653386454184,407,1.6215139442231075,2024-10-16,2025-10-15,440,76,364,0.6895604395604396,0.027888446215139442,47,Female,AS,69284,140.0,7.0,2310.87,2,3,4,234,At Risk,76,0
948,6,177,1804.33,9.859726775956284,267,1.459016393442623,2024-04-25,2025-04-23,614,251,363,0.5041322314049587,0.03278688524590164,53,Female,ID,82874,261.0,6.0,1804.33,1,2,3,123,At Risk,251,1
949,0,13,0.0,0.0,19,1.4615384615384615,2025-12-14,2025-12-30,16,0,16,0.8125,0.0,59,Non-Binary,NE,58235,,,,,,,,,0,1
950,2,92,1512.4099999999999,16.089468085106382,145,1.5425531914893618,2025-07-14,2025-12-29,169,1,168,0.5595238095238095,0.02127659574468085,36,Female,DE,76997,136.0,2.0,1512.4099999999999,2,1,3,213,Others,1,0
951,12,258,4540.1,16.815185185185186,488,1.8074074074074074,2025-01-17,2025-12-30,347,0,347,0.7780979827089337,0.044444444444444446,45,Male,ND,76377,37.0,12.0,4540.1,3,4,4,344,Champions,0,0
952,10,263,1503.35,5.506776556776557,482,1.7655677655677655,2024-06-26,2025-06-23,552,190,362,0.7541436464088398,0.03663003663003663,50,Female,IN,75573,198.0,10.0,1503.35,2,3,3,233,At Risk,190,1
