age,income,total_purchases,total_browses,total_spent,avg_order_value,total_page_views,avg_page_views,customer_lifetime_days,purchase_conversion_rate,recency,frequency,monetary
32,73793,3,132,1237.3400000000001,9.165481481481482,169,1.2518518518518518,364,0.022222222222222223,243.0,3.0,1237.3400000000001
36,58234,9,201,2602.05,12.390714285714287,347,1.6523809523809523,293,0.04285714285714286,49.0,9.0,2602.05
69,74990,14,282,1463.88,4.945540540540541,544,1.837837837837838,364,0.0472972972972973,343.0,14.0,1463.88
42,58904,1,16,1112.07,65.41588235294117,18,1.0588235294117647,69,0.058823529411764705,47.0,1.0,1112.07
33,46316,4,93,628.84,6.482886597938145,104,1.0721649484536082,361,0.041237113402061855,314.0,4.0,628.84
62,97186,12,296,2054.33,6.669902597402597,704,2.2857142857142856,364,0.03896103896103896,340.0,12.0,2054.33
53,67816,10,186,1499.24,7.649183673469388,271,1.3826530612244898,362,0.05102040816326531,156.0,10.0,1499.24
69,73447,0,21,0.0,0.0,28,1.3333333333333333,36,0.0,94.0,7.0,1186.5949999999998
23,55999,7,136,815.35,5.701748251748252,280,1.9580419580419581,179,0.04895104895104895,50.0,7.0,815.35
37,83176,7,202,1727.69,8.26645933014354,306,1.4641148325358853,363,0.03349282296650718,97.0,7.0,1727.69
37,76332,5,95,528.84,5.2884,121,1.21,209,0.05,37.0,5.0,528.84
28,85021,3,39,1034.99,24.642619047619046,60,1.4285714285714286,88,0.07142857142857142,40.0,3.0,1034.99
51,58374,15,281,3796.75,12.826858108108109,592,2.0,364,0.05067567567567568,120.0,15.0,3796.75
59,63992,1,29,147.38,4.9126666666666665,37,1.2333333333333334,75,0.03333333333333333,29.0,1.0,147.38
48,74187,7,123,1156.18,8.893692307692309,199,1.5307692307692307,246,0.05384615384615385,24.0,7.0,1156.18
38,62854,3,91,566.0,6.0212765957446805,111,1.1808510638297873,284,0.031914893617021274,69.0,3.0,566.0
19,70184,4,166,804.24,4.730823529411765,226,1.3294117647058823,362,0.023529411764705882,172.0,4.0,804.24
19,82596,10,280,2694.4,9.29103448275862,549,1.893103448275862,364,0.034482758620689655,369.0,10.0,2694.4
48,90588,12,210,2951.39,13.294549549549549,366,1.6486486486486487,306,0.05405405405405406,9.0,12.0,2951.39
18,67333,13,229,3477.08,14.368099173553718,367,1.5165289256198347,364,0.05371900826446281,279.0,13.0,3477.08
50,111439,0,7,0.0,0.0,9,1.2857142857142858,7,0.0,94.0,7.0,1186.5949999999998
49,60215,10,183,2292.2899999999995,11.877150259067355,268,1.38860103626943,364,0.05181347150259067,64.0,10.0,2292.2899999999995
19,49345,1,11,227.14,18.92833333333333,18,1.5,18,0.08333333333333333,0.0,1.0,227.14
36,81505,2,118,592.37,4.936416666666667,142,1.1833333333333333,362,0.016666666666666666,444.0,2.0,592.37
44,78768,4,141,1842.32,12.705655172413792,210,1.4482758620689655,237,0.027586206896551724,43.0,4.0,1842.32
19,69755,15,282,3709.7200000000003,12.490639730639732,606,2.04040404040404,364,0.050505050505050504,215.0,15.0,3709.7200000000003
59,78668,2,139,1180.68,8.373617021276596,184,1.3049645390070923,363,0.014184397163120567,160.0,2.0,1180.68
33,61093,5,145,1555.07,10.367133333333333,191,1.2733333333333334,306,0.03333333333333333,76.0,5.0,1555.07
44,67885,16,255,3486.32,12.864649446494466,487,1.7970479704797049,364,0.05904059040590406,5.0,16.0,3486.32
51,81007,5,181,1627.65,8.750806451612904,255,1.3709677419354838,363,0.026881720430107527,66.0,5.0,1627.65
43,52981,8,95,3821.2700000000004,37.099708737864084,193,1.8737864077669903,139,0.07766990291262135,4.0,8.0,3821.2700000000004
49,80996,4,132,538.4300000000001,3.959044117647059,205,1.5073529411764706,206,0.029411764705882353,49.0,4.0,538.4300000000001
19,65326,11,260,3661.41,13.510738007380073,454,1.6752767527675276,362,0.04059040590405904,358.0,11.0,3661.41
53,68312,6,207,760.84,3.572018779342723,347,1.6291079812206573,294,0.028169014084507043,40.0,6.0,760.84
31,52446,1,59,33.08,0.5513333333333333,76,1.2666666666666666,157,0.016666666666666666,94.0,1.0,33.08
32,68770,21,262,4022.69,14.214452296819788,506,1.7879858657243817,364,0.07420494699646643,97.0,21.0,4022.69
38,83068,9,223,3401.41,14.661249999999999,353,1.521551724137931,364,0.03879310344827586,152.0,9.0,3401.41
31,71144,4,84,1854.74,21.07659090909091,172,1.9545454545454546,105,0.045454545454545456,29.0,4.0,1854.74
53,81168,10,147,1987.68,12.660382165605096,229,1.4585987261146496,273,0.06369426751592357,48.0,10.0,1987.68
39,98023,10,231,1348.91,5.597136929460581,445,1.8464730290456433,309,0.04149377593360996,54.0,10.0,1348.91
50,78672,18,268,4127.32,14.431188811188811,553,1.9335664335664335,363,0.06293706293706294,311.0,18.0,4127.32
37,66765,8,123,1222.97,9.335648854961832,156,1.1908396946564885,361,0.061068702290076333,204.0,8.0,1222.97
33,70288,8,213,1935.73,8.7589592760181,335,1.5158371040723981,364,0.03619909502262444,317.0,8.0,1935.73
38,87189,5,122,246.65,1.9421259842519685,158,1.2440944881889764,277,0.03937007874015748,15.0,5.0,246.65
23,87522,0,8,0.0,0.0,11,1.375,11,0.0,94.0,7.0,1186.5949999999998
31,64249,2,34,164.68,4.5744444444444445,39,1.0833333333333333,123,0.05555555555555555,13.0,2.0,164.68
44,24182,10,251,1636.52,6.270191570881226,512,1.9616858237547892,362,0.038314176245210725,260.0,10.0,1636.52
31,51755,1,51,49.89,0.9594230769230769,74,1.4230769230769231,111,0.019230769230769232,111.0,1.0,49.89
40,90331,4,162,521.3399999999999,3.1406024096385536,213,1.283132530120482,361,0.024096385542168676,419.0,4.0,521.3399999999999
37,77626,9,260,4173.16,15.513605947955389,435,1.6171003717472119,364,0.03345724907063197,118.0,9.0,4173.16
42,112489,8,137,973.59,6.714413793103448,238,1.6413793103448275,218,0.05517241379310345,4.0,8.0,973.59
44,67048,1,29,254.25,8.475,32,1.0666666666666667,210,0.03333333333333333,205.0,1.0,254.25
28,60824,2,60,177.20999999999998,2.8582258064516126,97,1.564516129032258,117,0.03225806451612903,37.0,2.0,177.20999999999998
41,58564,2,114,214.26999999999998,1.847155172413793,182,1.5689655172413792,163,0.017241379310344827,59.0,2.0,214.26999999999998
63,78742,7,134,1604.14,11.376879432624115,227,1.6099290780141844,197,0.04964539007092199,82.0,7.0,1604.14
64,80183,10,197,2278.03,11.004975845410629,297,1.434782608695652,363,0.04830917874396135,203.0,10.0,2278.03
46,42898,10,252,999.4200000000001,3.814580152671756,429,1.6374045801526718,364,0.03816793893129771,364.0,10.0,999.4200000000001
20,72642,1,28,110.83,3.8217241379310343,33,1.1379310344827587,55,0.034482758620689655,50.0,1.0,110.83
26,81097,17,272,2957.13,10.232283737024222,520,1.7993079584775087,364,0.058823529411764705,117.0,17.0,2957.13
36,79175,12,284,1897.2,6.40945945945946,534,1.804054054054054,364,0.04054054054054054,129.0,12.0,1897.2
39,91091,14,294,1521.78,4.940844155844156,624,2.0259740259740258,364,0.045454545454545456,219.0,14.0,1521.78
36,72201,4,144,446.94,3.0198648648648647,187,1.2635135135135136,361,0.02702702702702703,324.0,4.0,446.94
43,48951,3,70,145.52,1.9934246575342467,139,1.904109589041096,100,0.0410958904109589,23.0,3.0,145.52
30,52200,3,123,1295.1699999999998,10.279126984126982,160,1.2698412698412698,362,0.023809523809523808,271.0,3.0,1295.1699999999998
68,85279,3,148,170.78,1.1309933774834438,311,2.0596026490066226,178,0.019867549668874173,18.0,3.0,170.77999999999997
31,64386,6,172,621.9200000000001,3.4939325842696634,264,1.4831460674157304,290,0.033707865168539325,121.0,6.0,621.92
60,77536,5,72,678.66,8.813766233766234,118,1.5324675324675325,118,0.06493506493506493,21.0,5.0,678.66
23,48934,4,120,350.89,2.829758064516129,147,1.185483870967742,275,0.03225806451612903,55.0,4.0,350.89
18,42809,7,127,1513.6000000000001,11.295522388059702,166,1.2388059701492538,359,0.05223880597014925,157.0,7.0,1513.6000000000001
25,86347,4,172,473.73,2.6916477272727275,245,1.3920454545454546,363,0.022727272727272728,161.0,4.0,473.73
56,86611,1,61,45.22,0.7293548387096774,63,1.0161290322580645,356,0.016129032258064516,215.0,1.0,45.22
42,86160,22,268,4190.98,14.451655172413792,527,1.8172413793103448,364,0.07586206896551724,52.0,22.0,4190.98
54,88235,0,13,0.0,0.0,13,1.0,154,0.0,94.0,7.0,1186.5949999999998
33,51104,3,79,338.16,4.12390243902439,122,1.4878048780487805,128,0.036585365853658534,16.0,3.0,338.16
28,82450,10,303,1121.2,3.582108626198083,672,2.146964856230032,364,0.03194888178913738,150.0,10.0,1121.2
63,66823,13,283,1876.3,6.338851351351352,582,1.9662162162162162,364,0.04391891891891892,363.0,13.0,1876.3
62,59233,10,258,2677.17,9.989440298507462,516,1.9253731343283582,364,0.03731343283582089,217.0,10.0,2677.17
45,45096,2,114,182.26000000000002,1.5712068965517243,158,1.3620689655172413,229,0.017241379310344827,38.0,2.0,182.26000000000002
46,87153,10,242,1234.99,4.9007539682539685,458,1.8174603174603174,363,0.03968253968253968,357.0,10.0,1234.99
31,72372,7,281,1418.19,4.924270833333334,548,1.9027777777777777,364,0.024305555555555556,209.0,7.0,1418.19
63,66804,1,8,34.32,3.8133333333333335,15,1.6666666666666667,9,0.1111111111111111,7.0,1.0,34.32
46,70954,4,130,670.73,5.00544776119403,203,1.5149253731343284,229,0.029850746268656716,29.0,4.0,670.73
59,95405,9,231,2041.59,8.506625,427,1.7791666666666666,364,0.0375,59.0,9.0,2041.59
69,69933,2,121,376.5,3.0609756097560976,193,1.5691056910569106,169,0.016260162601626018,125.0,2.0,376.5
24,28355,13,163,2071.9900000000002,11.772670454545455,297,1.6875,239,0.07386363636363637,3.0,13.0,2071.9900000000002
66,81838,0,6,0.0,0.0,12,2.0,6,0.0,94.0,7.0,1186.5949999999998
67,65570,13,176,1434.64,7.590687830687831,338,1.7883597883597884,232,0.06878306878306878,35.0,13.0,1434.64
18,66240,6,38,1897.08,43.11545454545455,76,1.7272727272727273,56,0.13636363636363635,6.0,6.0,1897.08
60,66087,3,59,449.11,7.243709677419355,98,1.5806451612903225,85,0.04838709677419355,27.0,3.0,449.11
18,57180,12,235,1324.41,5.361983805668016,353,1.4291497975708503,363,0.048582995951417005,177.0,12.0,1324.41
25,56386,8,275,2194.33,7.753816254416961,511,1.8056537102473498,364,0.028268551236749116,109.0,8.0,2194.33
67,113331,14,223,1876.2,7.916455696202532,350,1.4767932489451476,360,0.05907172995780591,127.0,14.0,1876.2
35,72511,4,169,1048.1100000000001,6.058439306358382,243,1.4046242774566473,352,0.023121387283236993,69.0,4.0,1048.1100000000001
52,72674,5,140,839.55,5.79,252,1.7379310344827585,196,0.034482758620689655,41.0,5.0,839.55
56,60759,8,128,2731.68,20.085882352941177,216,1.588235294117647,197,0.058823529411764705,9.0,8.0,2731.68
58,113071,13,219,1348.13,5.8109051724137935,361,1.5560344827586208,364,0.05603448275862069,340.0,13.0,1348.13
43,65434,6,124,968.83,7.452538461538462,192,1.476923076923077,198,0.046153846153846156,17.0,6.0,968.83
24,44484,14,286,1880.6599999999999,6.268866666666666,584,1.9466666666666668,363,0.04666666666666667,117.0,14.0,1880.6599999999999
43,89173,8,94,1556.13,15.256176470588237,192,1.8823529411764706,129,0.0784313725490196,1.0,8.0,1556.13
23,80533,2,164,181.78,1.0950602409638555,238,1.4337349397590362,336,0.012048192771084338,36.0,2.0,181.78
35,74019,21,289,3627.4100000000003,11.701322580645162,685,2.2096774193548385,364,0.06774193548387097,277.0,21.0,3627.4100000000003
47,70162,3,67,664.47,9.492428571428572,74,1.0571428571428572,359,0.04285714285714286,74.0,3.0,664.47
47,104202,6,154,758.9,4.743125,272,1.7,205,0.0375,18.0,6.0,758.9
26,68407,4,121,644.48,5.15584,173,1.384,306,0.032,94.0,4.0,644.48
19,37405,0,150,0.0,0.0,200,1.3333333333333333,363,0.0,94.0,7.0,1186.5949999999998
35,80111,10,145,2218.92,14.315612903225807,185,1.1935483870967742,364,0.06451612903225806,208.0,10.0,2218.92
50,78117,8,169,1444.69,8.162090395480226,244,1.3785310734463276,307,0.04519774011299435,20.0,8.0,1444.69
28,68887,6,96,377.52,3.7011764705882353,189,1.8529411764705883,122,0.058823529411764705,4.0,6.0,377.52
46,91125,4,137,1713.3700000000001,12.151560283687944,184,1.3049645390070923,362,0.028368794326241134,320.0,4.0,1713.3700000000001
61,79643,2,71,1435.6999999999998,19.66712328767123,88,1.2054794520547945,269,0.0273972602739726,8.0,2.0,1435.6999999999998
38,80004,3,129,461.91,3.499318181818182,159,1.2045454545454546,359,0.022727272727272728,286.0,3.0,461.91
48,108086,5,166,508.85,2.975730994152047,220,1.286549707602339,362,0.029239766081871343,272.0,5.0,508.85
66,96335,2,80,120.43,1.468658536585366,142,1.7317073170731707,97,0.024390243902439025,9.0,2.0,120.43
39,71682,16,247,5414.59,20.587794676806084,548,2.0836501901140685,300,0.060836501901140684,5.0,16.0,5414.59
49,65288,14,231,2760.51,11.267387755102042,398,1.6244897959183673,364,0.05714285714285714,322.0,14.0,2760.51
56,99493,12,229,1707.67,7.085767634854772,352,1.4605809128630705,364,0.04979253112033195,56.0,12.0,1707.67
36,46359,1,72,31.38,0.4298630136986301,80,1.095890410958904,330,0.0136986301369863,293.0,1.0,31.38
46,64926,10,270,829.11,2.9611071428571427,513,1.832142857142857,364,0.03571428571428571,80.0,10.0,829.11
30,62962,16,262,1996.97,7.183345323741007,531,1.910071942446043,364,0.05755395683453238,73.0,16.0,1996.97
20,76331,6,239,1320.22,5.38865306122449,408,1.6653061224489796,364,0.024489795918367346,247.0,6.0,1320.22
38,63355,1,21,123.79,5.626818181818182,35,1.5909090909090908,36,0.045454545454545456,18.0,1.0,123.79
25,87935,9,119,744.22,5.81421875,256,2.0,171,0.0703125,28.0,9.0,744.22
30,93459,0,3,0.0,0.0,3,1.0,91,0.0,94.0,7.0,1186.5949999999998
32,75125,9,219,1123.3,4.926754385964912,348,1.5263157894736843,363,0.039473684210526314,54.0,9.0,1123.3
66,90864,8,209,2344.6800000000003,10.804976958525346,371,1.7096774193548387,321,0.03686635944700461,1.0,8.0,2344.6800000000003
18,72676,3,86,407.06000000000006,4.57370786516854,95,1.0674157303370786,299,0.033707865168539325,21.0,3.0,407.06000000000006
29,38499,10,200,1261.82,6.008666666666667,304,1.4476190476190476,361,0.047619047619047616,79.0,10.0,1261.82
43,83274,9,154,2280.21,13.989018404907975,258,1.5828220858895705,261,0.05521472392638037,45.0,9.0,2280.21
23,78244,3,128,450.63,3.4399236641221376,168,1.282442748091603,363,0.022900763358778626,195.0,3.0,450.63
42,65993,12,236,870.5,3.5100806451612905,496,2.0,302,0.04838709677419355,7.0,12.0,870.5
45,57315,4,37,243.60999999999999,5.9417073170731705,52,1.2682926829268293,71,0.0975609756097561,1.0,4.0,243.60999999999999
44,64940,13,271,2919.04,10.278309859154929,527,1.8556338028169015,364,0.045774647887323945,321.0,13.0,2919.04
63,103252,9,216,1097.34,4.877066666666666,342,1.52,364,0.04,299.0,9.0,1097.34
43,94452,1,76,29.4,0.3818181818181818,81,1.051948051948052,363,0.012987012987012988,184.0,1.0,29.4
62,90973,6,91,615.3199999999999,6.343505154639175,182,1.8762886597938144,122,0.061855670103092786,1.0,6.0,615.3199999999999
42,73071,0,15,0.0,0.0,24,1.6,20,0.0,94.0,7.0,1186.5949999999998
27,55583,14,280,1862.33,6.334455782312925,569,1.935374149659864,362,0.047619047619047616,312.0,14.0,1862.33
64,68537,11,225,1403.56,5.94728813559322,386,1.6355932203389831,359,0.046610169491525424,14.0,11.0,1403.56
52,56317,14,277,3522.9500000000003,12.106357388316152,586,2.013745704467354,364,0.048109965635738834,280.0,14.0,3522.9500000000003
43,72178,10,273,923.31,3.2625795053003532,539,1.9045936395759717,363,0.0353356890459364,60.0,10.0,923.31
68,84767,0,18,0.0,0.0,28,1.5555555555555556,23,0.0,94.0,7.0,1186.5949999999998
40,60930,0,2,0.0,0.0,2,1.0,2,0.0,94.0,7.0,1186.5949999999998
36,80385,10,256,1300.97,4.890864661654136,498,1.8721804511278195,363,0.03759398496240601,95.0,10.0,1300.97
66,74740,0,35,0.0,0.0,70,2.0,37,0.0,94.0,7.0,1186.5949999999998
40,101165,3,62,1298.78,19.98123076923077,88,1.353846153846154,91,0.046153846153846156,28.0,3.0,1298.78
33,85729,3,48,370.22,7.25921568627451,91,1.7843137254901962,67,0.058823529411764705,8.0,3.0,370.22
25,71996,1,99,40.51,0.40509999999999996,151,1.51,170,0.01,19.0,1.0,40.51
38,53393,6,151,1413.67,9.004267515923567,194,1.2356687898089171,364,0.03821656050955414,157.0,6.0,1413.67
23,58736,10,282,2119.61,7.258938356164384,589,2.017123287671233,363,0.03424657534246575,363.0,10.0,2119.61
40,30594,2,83,256.01,3.0118823529411762,207,2.4352941176470586,102,0.023529411764705882,60.0,2.0,256.01
60,72178,5,102,864.17,8.076355140186916,199,1.8598130841121496,139,0.04672897196261682,29.0,5.0,864.17
50,58400,8,193,1677.88,8.347661691542289,383,1.9054726368159205,266,0.03980099502487562,21.0,8.0,1677.88
41,79092,6,161,3301.7599999999998,19.771017964071856,274,1.6407185628742516,263,0.03592814371257485,53.0,6.0,3301.7599999999998
57,75747,16,234,2103.38,8.41352,405,1.62,364,0.064,70.0,16.0,2103.38
44,46952,4,40,1601.93,36.4075,63,1.4318181818181819,80,0.09090909090909091,31.0,4.0,1601.93
62,61512,6,227,613.79,2.634291845493562,397,1.703862660944206,364,0.02575107296137339,176.0,6.0,613.79
66,77389,1,31,159.76,4.9925,36,1.125,130,0.03125,40.0,1.0,159.76
54,63074,2,40,182.36,4.341904761904762,56,1.3333333333333333,69,0.047619047619047616,9.0,2.0,182.36
58,87516,12,154,1506.75,9.076807228915662,263,1.5843373493975903,230,0.07228915662650602,10.0,12.0,1506.75
55,73431,27,278,4190.19,13.738327868852458,627,2.055737704918033,364,0.08852459016393442,40.0,27.0,4190.19
20,50830,7,190,348.59,1.769492385786802,266,1.350253807106599,360,0.03553299492385787,213.0,7.0,348.59
50,78491,24,295,7697.43,24.12987460815047,731,2.29153605015674,364,0.07523510971786834,30.0,24.0,7697.43
62,69648,17,262,4130.92,14.806164874551971,515,1.8458781362007168,364,0.06093189964157706,27.0,17.0,4130.92
18,62436,1,23,160.22,6.675833333333333,51,2.125,25,0.041666666666666664,10.0,1.0,160.22
36,84114,6,194,2405.46,12.0273,293,1.465,359,0.03,156.0,6.0,2405.46
42,75811,0,3,0.0,0.0,6,2.0,3,0.0,94.0,7.0,1186.5949999999998
36,70910,20,265,5529.16,19.40056140350877,540,1.894736842105263,363,0.07017543859649122,332.0,20.0,5529.16
35,75338,6,106,1046.96,9.347857142857142,120,1.0714285714285714,289,0.05357142857142857,63.0,6.0,1046.96
23,33977,9,240,1890.95,7.59417670682731,381,1.5301204819277108,362,0.03614457831325301,349.0,9.0,1890.95
60,57662,7,217,2478.7799999999997,11.065982142857141,342,1.5267857142857142,361,0.03125,325.0,7.0,2478.7799999999997
48,75411,7,172,688.63,3.847094972067039,260,1.452513966480447,355,0.03910614525139665,69.0,7.0,688.63
57,94525,5,148,2418.79,15.809084967320262,260,1.6993464052287581,211,0.032679738562091505,2.0,5.0,2418.79
32,75061,15,267,4023.29,14.266985815602837,572,2.028368794326241,363,0.05319148936170213,95.0,15.0,4023.29
22,89549,10,223,2226.3500000000004,9.555150214592276,346,1.4849785407725322,364,0.04291845493562232,353.0,10.0,2226.3500000000004
30,76311,5,100,669.91,6.380095238095238,223,2.123809523809524,123,0.047619047619047616,14.0,5.0,669.91
27,57537,0,23,0.0,0.0,27,1.173913043478261,105,0.0,94.0,7.0,1186.5949999999998
63,76763,0,101,0.0,0.0,135,1.3366336633663367,231,0.0,94.0,7.0,1186.5949999999998
28,56892,17,271,3693.19,12.823576388888888,533,1.8506944444444444,364,0.059027777777777776,257.0,17.0,3693.19
30,59513,6,167,2349.77,13.582485549132947,238,1.3757225433526012,363,0.03468208092485549,218.0,6.0,2349.77
26,51302,9,218,562.72,2.478942731277533,350,1.5418502202643172,364,0.039647577092511016,291.0,9.0,562.72
57,94729,5,87,1578.71,17.159891304347827,176,1.9130434782608696,113,0.05434782608695652,1.0,5.0,1578.71
46,88065,7,231,1455.63,6.116092436974791,358,1.504201680672269,361,0.029411764705882353,241.0,7.0,1455.63
48,63491,6,224,723.26,3.144608695652174,348,1.5130434782608695,363,0.02608695652173913,314.0,6.0,723.26
34,95893,8,270,718.15,2.5832733812949638,493,1.7733812949640289,364,0.02877697841726619,182.0,8.0,718.15
20,44282,6,73,601.8100000000001,7.617848101265824,102,1.2911392405063291,147,0.0759493670886076,10.0,6.0,601.8100000000001
35,57795,11,238,1572.3,6.314457831325301,382,1.534136546184739,363,0.04417670682730924,281.0,11.0,1572.3
36,52751,0,1,0.0,0.0,1,1.0,0,0.0,94.0,7.0,1186.5949999999998
33,73472,16,294,3490.71,11.260354838709677,662,2.1354838709677417,362,0.05161290322580645,3.0,16.0,3490.71
61,87190,16,244,3806.79,14.6415,450,1.7307692307692308,364,0.06153846153846154,195.0,16.0,3806.79
31,42877,6,140,388.05,2.657876712328767,256,1.7534246575342465,182,0.0410958904109589,0.0,6.0,388.05
64,64645,14,269,2922.8799999999997,10.328197879858656,531,1.8763250883392226,364,0.04946996466431095,228.0,14.0,2922.8799999999997
68,71834,5,167,719.9,4.18546511627907,217,1.2616279069767442,354,0.029069767441860465,145.0,5.0,719.9
34,50289,4,108,396.24,3.537857142857143,175,1.5625,174,0.03571428571428571,52.0,4.0,396.24
30,69688,7,221,1536.88,6.740701754385966,380,1.6666666666666667,362,0.03070175438596491,209.0,7.0,1536.88
41,76606,8,142,1930.33,12.868866666666666,245,1.6333333333333333,209,0.05333333333333334,19.0,8.0,1930.33
23,44484,19,272,2448.5099999999998,8.414123711340205,546,1.8762886597938144,364,0.06529209621993128,155.0,19.0,2448.5099999999998
41,88946,0,27,0.0,0.0,44,1.6296296296296295,42,0.0,94.0,7.0,1186.5949999999998
68,78115,4,78,677.31,8.259878048780488,97,1.1829268292682926,187,0.04878048780487805,61.0,4.0,677.31
31,62884,15,281,1914.52,6.467972972972973,620,2.0945945945945947,363,0.05067567567567568,218.0,15.0,1914.52
65,100391,5,73,803.42,10.30025641025641,125,1.6025641025641026,125,0.0641025641025641,9.0,5.0,803.42
68,65131,14,295,2190.69,7.089611650485437,643,2.0809061488673137,361,0.045307443365695796,40.0,14.0,2190.69
24,68028,7,121,4372.05,34.156640625,140,1.09375,358,0.0546875,316.0,7.0,4372.05
21,49670,9,196,1061.13,5.176243902439025,309,1.5073170731707317,362,0.04390243902439024,237.0,9.0,1061.13
20,56944,4,189,1015.3000000000001,5.260621761658031,251,1.3005181347150259,349,0.02072538860103627,64.0,4.0,1015.3000000000001
40,97097,9,256,2129.96,8.037584905660378,459,1.7320754716981133,363,0.033962264150943396,256.0,9.0,2129.96
28,80450,1,47,51.94,1.0820833333333333,48,1.0,356,0.020833333333333332,577.0,1.0,51.94
54,98359,4,180,207.57,1.1280978260869565,337,1.8315217391304348,244,0.021739130434782608,92.0,4.0,207.57
34,86130,1,22,123.55,5.371739130434783,37,1.608695652173913,29,0.043478260869565216,10.0,1.0,123.55
64,79724,4,125,944.11,7.318682170542636,154,1.193798449612403,357,0.031007751937984496,30.0,4.0,944.11
69,112278,4,55,1544.5900000000001,26.17949152542373,82,1.3898305084745763,117,0.06779661016949153,60.0,4.0,1544.5900000000001
48,69783,12,221,2473.9300000000003,10.617725321888413,384,1.648068669527897,313,0.05150214592274678,15.0,12.0,2473.9300000000003
69,81185,6,177,813.63,4.4460655737704915,247,1.349726775956284,360,0.03278688524590164,409.0,6.0,813.63
32,52077,7,116,1707.49,13.882032520325204,166,1.3495934959349594,228,0.056910569105691054,38.0,7.0,1707.49
44,87977,6,93,1600.71,16.168787878787878,146,1.4747474747474747,147,0.06060606060606061,77.0,6.0,1600.71
64,103789,4,167,823.12,4.813567251461988,239,1.3976608187134503,339,0.023391812865497075,105.0,4.0,823.12
51,67631,12,202,2385.68,11.14803738317757,326,1.5233644859813085,362,0.056074766355140186,36.0,12.0,2385.68
51,95783,7,98,2378.77,22.65495238095238,115,1.0952380952380953,360,0.06666666666666667,382.0,7.0,2378.77
61,61198,14,261,1484.06,5.396581818181818,507,1.8436363636363637,364,0.05090909090909091,328.0,14.0,1484.06
24,63620,2,106,1390.4099999999999,12.874166666666666,156,1.4444444444444444,225,0.018518518518518517,179.0,2.0,1390.4099999999999
42,68278,0,20,0.0,0.0,31,1.55,24,0.0,94.0,7.0,1186.5949999999998
47,71904,3,91,580.29,6.1732978723404255,182,1.9361702127659575,128,0.031914893617021274,39.0,3.0,580.29
38,87620,11,253,3136.86,11.882045454545455,434,1.643939393939394,361,0.041666666666666664,29.0,11.0,3136.86
66,77765,12,266,3451.5,12.41546762589928,484,1.7410071942446044,360,0.04316546762589928,69.0,12.0,3451.5
33,79370,12,276,1286.98,4.468680555555555,530,1.8402777777777777,364,0.041666666666666664,100.0,12.0,1286.98
47,61077,3,84,296.18,3.404367816091954,120,1.3793103448275863,244,0.034482758620689655,125.0,3.0,296.18
56,70898,1,51,109.26,2.101153846153846,59,1.1346153846153846,126,0.019230769230769232,40.0,1.0,109.26
54,87211,2,43,146.57,3.257111111111111,52,1.1555555555555554,111,0.044444444444444446,10.0,2.0,146.57
59,68779,0,18,0.0,0.0,32,1.7777777777777777,20,0.0,94.0,7.0,1186.5949999999998
63,89319,10,228,1438.5900000000001,6.044495798319328,369,1.550420168067227,363,0.04201680672268908,123.0,10.0,1438.5900000000001
24,60200,3,88,716.44,7.872967032967034,119,1.3076923076923077,196,0.03296703296703297,25.0,3.0,716.44
44,83106,3,151,134.61,0.8740909090909091,196,1.2727272727272727,358,0.01948051948051948,325.0,3.0,134.61
49,59866,16,243,2863.88,11.057451737451737,486,1.8764478764478765,362,0.06177606177606178,387.0,16.0,2863.88
23,73129,11,248,3192.72,12.327104247104247,463,1.7876447876447876,362,0.04247104247104247,159.0,11.0,3192.72
51,73902,0,47,0.0,0.0,52,1.1063829787234043,263,0.0,94.0,7.0,1186.5949999999998
30,58193,2,20,1242.25,56.46590909090909,35,1.5909090909090908,35,0.09090909090909091,11.0,2.0,1242.25
60,81551,6,210,538.79,2.494398148148148,308,1.4259259259259258,362,0.027777777777777776,179.0,6.0,538.79
40,100631,0,54,0.0,0.0,77,1.4259259259259258,71,0.0,94.0,7.0,1186.5949999999998
47,70313,1,116,38.14,0.32598290598290597,172,1.4700854700854702,226,0.008547008547008548,110.0,1.0,38.14
35,90063,4,120,486.96,3.927096774193548,144,1.1612903225806452,358,0.03225806451612903,400.0,4.0,486.96
23,65224,22,285,4239.51,13.809478827361565,649,2.1140065146579805,364,0.07166123778501629,89.0,22.0,4239.51
67,59116,6,223,1726.5199999999998,7.5393886462882085,347,1.51528384279476,362,0.026200873362445413,314.0,6.0,1726.5199999999998
31,59270,6,129,3207.5199999999995,23.759407407407405,198,1.4666666666666666,255,0.044444444444444446,0.0,6.0,3207.5199999999995
68,96836,11,182,2296.4,11.898445595854923,285,1.4766839378238341,294,0.05699481865284974,7.0,11.0,2296.4
37,52543,10,258,2889.0299999999997,10.779962686567163,496,1.8507462686567164,362,0.03731343283582089,284.0,10.0,2889.0299999999997
39,57652,15,265,2329.7200000000003,8.320428571428572,537,1.917857142857143,364,0.05357142857142857,293.0,15.0,2329.7200000000003
52,62518,0,17,0.0,0.0,23,1.3529411764705883,30,0.0,94.0,7.0,1186.5949999999998
46,42955,13,259,3749.26,13.78404411764706,505,1.8566176470588236,363,0.04779411764705882,196.0,13.0,3749.26
59,77245,7,180,1019.57,5.452245989304813,266,1.4224598930481283,304,0.0374331550802139,9.0,7.0,1019.57
